distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
2596155884980260,318139955658069,0.6067264257439091,1.0,0.0,0.0,1.0,1.0
3804551309359480,1.58094299501355E+016,4981124555208820,1.0,0.0,0.0,1.0,1.0
3459582713191160,0.5180680995754505,4.77814841070487E+016,1.0,0.0,0.0,1.0,1.0
0.7090343606978295,1.65940286455795E+016,4296316200195430,0.0,0.0,0.0,1.0,1.0
7985514533699760,1.1506620900715E+016,4339425726848350,1.0,1.0,0.0,1.0,1.0
1.17017667696069E+016,0.4702632719943578,1.86245976491867E+016,1.0,0.0,0.0,1.0,1.0
0.7962835309858083,1.50985694086913E+016,4650825031757310,0.0,0.0,0.0,1.0,1.0
1.00948762236724E+016,2029004051231400,2.95712405991363E+016,1.0,0.0,0.0,1.0,1.0
559918249845484,0.7204588337084991,4349005431946040,1.0,0.0,0.0,1.0,1.0
5513258410240620,0.06774480846975137,458260294831668,1.0,0.0,0.0,1.0,1.0
0.9839395925766662,0.3136960401753853,7699504106825120,0.0,1.0,0.0,1.0,1.0
2.0988439256063E+016,0.09227301927283327,1.12290326923378E+016,1.0,0.0,0.0,1.0,1.0
1.21527833260661E+016,97646995031566,0.4509406233102494,1.0,0.0,0.0,1.0,1.0
1.28794810505713E+016,9.55036611687972E+015,0.5249855481653569,1.0,0.0,0.0,1.0,1.0
2.85264866665439E+016,4310546711429940,4203705213826010,1.0,0.0,0.0,1.0,1.0
52713073503696,3.33815272427224E+016,6883975532539520,1.0,0.0,0.0,1.0,1.0
1630504745799010,0.08599651636304267,7897212726908670,1.0,0.0,0.0,1.0,1.0
214239690177663,0.49777909060412584,0.6528790766952142,1.0,0.0,0.0,1.0,1.0
1.71744922926415E+016,0.09478067065032654,5215097472616200,1.0,0.0,0.0,1.0,1.0
5760896208886110,2.11548073952435E+016,6.05431569786716E+016,1.0,0.0,0.0,1.0,1.0
3.18780088148548E+016,0.9529601933859889,5791268211477570,1.0,0.0,0.0,1.0,1.0
5243795766465480,1.47794275743622E+016,5.77972258257178E+016,1.0,0.0,0.0,1.0,1.0
8705354680621120,1.79911745244472E+016,7504011795779630,1.0,0.0,0.0,1.0,1.0
6.05364336059012E+016,0.7557815191668973,708273134025518,1.0,0.0,0.0,1.0,1.0
1533766636858460,1.61772565732317E+016,1.03961094557233E+016,1.0,0.0,0.0,1.0,1.0
5.41968244518094E+016,0.7065149873914752,522462526436175,1.0,0.0,0.0,1.0,1.0
0.8804050572487144,1610282388999120,0.5481885197554422,0.0,1.0,0.0,1.0,1.0
8044521429035630,1.09115423402347E+016,4599363146853130,1.0,1.0,0.0,1.0,1.0
1.32587759428475E+016,0.8882951362175733,5237997763472460,1.0,0.0,0.0,1.0,1.0
2.44406227646234E+016,2292909986110370,2.64847110167151E+016,1.0,0.0,0.0,1.0,1.0
2281709990163240,0.6255532971870692,6542363957273530,1.0,0.0,0.0,1.0,1.0
3.63573513187048E+016,1.46137993908701E+016,2014577503753670,1.0,1.0,0.0,1.0,1.0
6788338098312360,0.1925625871297098,2.05602618400506E+016,1.0,1.0,0.0,1.0,1.0
2.54124957789402E+016,1.9431060034239E+016,8966869623932700,1.0,1.0,0.0,1.0,1.0
981665185233082,0.8838164042644516,1.07178339997706E+016,1.0,0.0,0.0,1.0,1.0
2.5072830438795E+016,3938113834964970,7147329113680740,1.0,0.0,0.0,1.0,1.0
4114969226817490,0.7088951478646275,6403204880468820,1.0,0.0,0.0,1.0,1.0
1.0162632078789E+016,5.64123349214405E+016,2.38574609918595E+016,1.0,0.0,0.0,1.0,1.0
1.12048542741364E+016,700381739326959,1.86610046335522E+016,0.0,0.0,0.0,1.0,1.0
1207077773555110,8451590108495840,0.8024573819162729,1.0,0.0,0.0,1.0,1.0
3.65654842784231E+016,9.08689306764108E+015,6113293706735030,1.0,0.0,0.0,1.0,1.0
6553914273252810,9.14187796269865E+015,0.8798213369130174,1.0,0.0,0.0,1.0,1.0
2.01490387080172E+016,3.19894060345079E+016,0.39505513793810026,1.0,0.0,0.0,1.0,1.0
6167165544222710,5696225580758870,7.24049636559628E+016,1.0,0.0,1.0,1.0,1.0
174602077707572,0.3429814351155732,8506011400782400,1.0,0.0,0.0,1.0,1.0
4250520797857130,6660074786181540,4232866757061630,1.0,1.0,0.0,0.0,1.0
0.48484870100353317,3.05784311296194E+016,8683731580535650,0.0,0.0,0.0,1.0,1.0
2762527876565010,5801330565642120,6498838024468910,1.0,0.0,0.0,1.0,1.0
1244413618484580,1690718963165510,1.96694452535061E+016,1.0,0.0,0.0,1.0,1.0
1.10977299790238E+016,0.11551923735371346,9.92634549969029E+015,1.0,0.0,0.0,0.0,1.0
3367034447323720,6.38713104514073E+016,0.7106953950148394,1.0,0.0,0.0,1.0,1.0
402237143236306,0.5820173120239911,0.6575880767394717,1.0,0.0,0.0,1.0,1.0
1426357883498900,0.018133799015254397,0.3588194783334074,1.0,0.0,0.0,1.0,1.0
0.8791478785068654,2.35025376236896E+016,1880513126332470,0.0,0.0,0.0,1.0,1.0
2.97496088732347E+016,1810970806321660,5671411733962750,1.0,1.0,0.0,0.0,1.0
3792489448630450,802838476454643,7719656260289040,1.0,1.0,0.0,1.0,1.0
2822585465216780,1507239893216550,102374960336124,1.0,0.0,0.0,1.0,1.0
1.20406906492248E+016,1020906123516970,4681499998329470,1.0,1.0,0.0,1.0,1.0
0.8240899148070759,116270472923884,4303051351350200,0.0,0.0,0.0,0.0,1.0
1.14716862086471E+016,0.43835045787063154,0.2118866974326804,1.0,0.0,0.0,1.0,1.0
130337465383917,2796893392756820,4956888623555080,0.0,1.0,0.0,1.0,1.0
1.65061915879883E+016,1.54974594270518E+016,5545852828166850,1.0,0.0,0.0,1.0,1.0
4940368343778010,0.024594602845400867,2.77900037202928E+016,1.0,0.0,0.0,1.0,1.0
2.24271030501715E+016,0.27772537025618216,511721647836948,1.0,0.0,0.0,1.0,1.0
1.98567104220477E+016,0.05242805891726609,5044234090791270,1.0,0.0,0.0,1.0,1.0
6444575910992150,0.4807046137792138,1.13187764429441E+016,1.0,0.0,0.0,1.0,1.0
1.07579061713363E+016,1.05252348469784E+016,2.52557097200707E+016,1.0,0.0,0.0,1.0,1.0
2.28821341787739E+016,0.3707918519103599,4067357385640890,1.0,0.0,0.0,1.0,1.0
2.5686246722699E+016,2.73307685982077E+016,2051962408710560,1.0,1.0,0.0,1.0,1.0
0.3494916873382588,4184921372585080,5922207588983120,0.0,0.0,0.0,1.0,1.0
1.6279742399777E+016,3.11286542507631E+016,1.56915957768272E+016,1.0,0.0,0.0,1.0,1.0
5435410459353490,6.35813286446334E+016,4.38316310913054E+016,1.0,1.0,0.0,1.0,1.0
1.24399303234555E+016,0.4291780309389209,4.3204211218102E+016,1.0,1.0,0.0,1.0,1.0
1.16046792174873E+016,2.83383638908567E+016,0.396842327332505,1.0,0.0,0.0,1.0,1.0
2.49502473826338E+016,0.050842557331722944,112068442305258,1.0,1.0,0.0,1.0,1.0
1.11064433215424E+016,1.37424040056886E+016,0.09207734878979557,1.0,0.0,0.0,1.0,1.0
5478667014061110,0.5709306580505064,1.34301963680145E+016,1.0,1.0,0.0,1.0,1.0
2.82489345168785E+016,5139935510298420,6543952734212990,1.0,1.0,0.0,1.0,1.0
3.49451877989872E+016,6.1901337505429E+016,0.1832762506413923,1.0,0.0,0.0,1.0,1.0
2.27686141257935E+016,0.3425516554850363,0.4885708069682881,1.0,0.0,0.0,1.0,1.0
4634655736620810,3.3846973281358E+016,4073645596357880,1.0,1.0,0.0,1.0,1.0
5621854626619020,0.5918575571932314,6110877992461740,1.0,0.0,0.0,1.0,1.0
1667968437855500,0.0731720188186264,5123993142232700,0.0,0.0,0.0,1.0,1.0
4.4095911611596E+016,2.01352331083537E+016,9.30680221832728E+015,1.0,0.0,0.0,1.0,1.0
3203976457705910,3316510312634080,4312010077475400,1.0,0.0,0.0,1.0,1.0
2075297149374830,0.02009717721623216,2.48432904358294E+016,1.0,0.0,0.0,1.0,1.0
0.9117632674133143,4738790098262660,8627909241472090,0.0,1.0,0.0,1.0,1.0
2533426656270070,1.49366683374179E+016,5199789213960220,1.0,0.0,0.0,1.0,1.0
1.62502503277268E+016,2.05130230280224E+016,5551265836226440,1.0,1.0,0.0,1.0,1.0
1597437805664510,0.14285263089929912,0.8767982281957997,1.0,0.0,0.0,1.0,1.0
2.51587941419887E+016,3188709892559920,4477481221506090,1.0,0.0,0.0,1.0,1.0
1.00040622361902E+016,2.11972352155228E+016,1858793639116340,1.0,0.0,0.0,1.0,1.0
0.4093990848630664,0.36350555122743167,4.77093589181842E+016,0.0,0.0,0.0,0.0,1.0
0.3392207353009462,0.1848383957565337,4219832947829020,0.0,1.0,0.0,1.0,1.0
7596255156900360,2304542811065420,6336389692053000,1.0,0.0,0.0,1.0,1.0
9.84487966061907E+015,0.022933776255300648,8179739425769450,1.0,1.0,0.0,1.0,1.0
3906463839673650,0.027980461766598182,6791844227247640,1.0,1.0,0.0,1.0,1.0
1734357458069690,170118954289516,4215018528861890,1.0,1.0,0.0,1.0,1.0
7415744969466740,5280855895053540,0.2260508405088556,1.0,0.0,0.0,1.0,1.0
1.59315210807778E+016,0.3882433947826564,4472650306248620,0.0,0.0,0.0,1.0,1.0
613362837957576,2385445321094480,4025933460332720,1.0,0.0,0.0,1.0,1.0
3965224960363120,4380338401820560,1678860117508980,1.0,0.0,0.0,1.0,1.0
3170600592330820,0.589484392807364,1.32022486687733E+016,1.0,1.0,0.0,1.0,1.0
3443787538008270,0.539962045592618,5.76991130251784E+016,1.0,0.0,0.0,1.0,1.0
1.31367439157947E+016,0.5556894894088061,6236135931285210,1.0,1.0,0.0,1.0,1.0
4004663976713970,0.10478969752845196,6.09957959833387E+016,1.0,0.0,0.0,1.0,1.0
6788590927794400,0.3618180474403047,7993606199355820,1.0,1.0,0.0,1.0,1.0
1.28336835641904E+016,0.024746180570340063,0.1635324668815637,1.0,0.0,0.0,1.0,1.0
3.02837772960949E+016,4.69580862833818E+016,6.042559690631E+016,1.0,1.0,0.0,0.0,1.0
3465668404234620,1.04282918613856E+016,8122169015916000,1.0,0.0,0.0,1.0,1.0
1.04637424073336E+016,0.23171549021033785,4805533679646110,1.0,0.0,0.0,1.0,1.0
1.88234671890183E+016,4595896008316860,0.7910519694610041,1.0,0.0,0.0,1.0,1.0
1.36065075162041E+016,1.53072291268881E+016,5495988055608150,1.0,0.0,0.0,1.0,1.0
1994922857455740,0.014090245803281283,5063753187147030,1.0,1.0,0.0,1.0,1.0
1.46887574976956E+016,0.5453094055489792,4261670325520890,0.0,0.0,0.0,1.0,1.0
6517099742828880,1.80752504876619E+016,2.34955197473856E+016,1.0,0.0,0.0,1.0,1.0
1.12716278252254E+016,0.15821992147886693,0.997127163917614,1.0,0.0,0.0,1.0,1.0
1.32222360818829E+016,0.36674944396348497,3556544955411200,1.0,0.0,0.0,1.0,1.0
1.86557406308148E+016,3400928661377200,0.9964722366806347,1.0,0.0,0.0,1.0,1.0
1.78547726355977E+016,221295822862238,0.9210679351221653,1.0,0.0,0.0,1.0,1.0
167396540774582,0.062494542592666326,4144202290192770,1.0,1.0,0.0,1.0,1.0
4377333859002580,0.10512135992689399,9.5508316256821E+015,1.0,1.0,0.0,1.0,1.0
1.60090267223779E+016,1.10478621227647E+016,5559485718556080,1.0,0.0,0.0,1.0,1.0
2.14131660219096E+016,1.17711507967466E+016,3.73291336255783E+016,1.0,0.0,0.0,1.0,1.0
0.900915020616677,0.564483681685961,5413156990912770,0.0,0.0,0.0,1.0,1.0
3.33563167608935E+016,0.2526589310421019,8745681559883360,1.0,0.0,0.0,1.0,1.0
2308266282563790,2.98211428403599E+016,4.82200258588896E+016,1.0,0.0,0.0,1.0,1.0
1.15609865427317E+016,5.19761313336672E+016,660082249463912,0.0,1.0,0.0,1.0,1.0
2.872328851482E+016,0.034888242580182194,485215310227638,1.0,0.0,0.0,1.0,1.0
1602937250393700,0.5142543008451772,0.7790403382323351,1.0,0.0,0.0,1.0,1.0
1.54782307827628E+016,551058398019536,1.61545721046473E+016,0.0,0.0,0.0,1.0,1.0
1.69181042412149E+016,7572650836866970,1.53947039625756E+016,1.0,1.0,0.0,1.0,1.0
9.00836389274623E+015,0.9977381575431238,4863648906384040,1.0,1.0,0.0,1.0,1.0
5188949186058000,1422248343308850,5343695633509290,1.0,0.0,0.0,1.0,1.0
889317440795919,4341785112944980,5703748917725860,1.0,1.0,0.0,1.0,1.0
2.13504051498189E+016,0.13088913157690069,4832157645675920,1.0,0.0,0.0,1.0,1.0
5448690016429290,7483869298862990,6140125189073370,1.0,1.0,0.0,1.0,1.0
2.84287702253582E+016,0.21519828026643964,1.7198379442112E+016,1.0,0.0,0.0,1.0,1.0
2516617675002620,0.5830908113262809,1.53632651425146E+016,1.0,0.0,0.0,1.0,1.0
1.20832785972687E+016,1.85815749902649E+016,2.4416031382265E+016,0.0,1.0,0.0,1.0,1.0
2157171049929970,0.8380028809907456,7548800810568990,1.0,0.0,0.0,1.0,1.0
1.28180463651939E+016,1.08466105026233E+016,0.7569330673544087,1.0,0.0,0.0,1.0,1.0
4000968311526980,0.10739030737389187,1.47857924448725E+016,1.0,0.0,0.0,1.0,1.0
1.04327150368804E+016,1.19116582855021E+016,4.34062920779341E+016,0.0,0.0,0.0,1.0,1.0
1.54026995682601E+016,0.2137789846281086,0.9497272280678929,1.0,0.0,0.0,1.0,1.0
7.23911962813624E+016,2834611182826950,6941672270058440,1.0,1.0,0.0,1.0,1.0
164037542506384,4123995327252730,5026679767828310,0.0,0.0,0.0,0.0,1.0
2.3700158804604E+016,4377466826346180,9.11495333125802E+015,1.0,0.0,0.0,1.0,1.0
2.38595470162053E+016,0.22997083672773072,4690472742676940,1.0,1.0,0.0,1.0,1.0
4061454556429820,2.82181525881836E+016,4508713625137990,1.0,1.0,0.0,1.0,1.0
1407906185305010,4049248000302750,7.16495762566021E+016,0.0,1.0,0.0,1.0,1.0
1666253017610440,2.15797270274442E+016,4789720289978300,0.0,0.0,0.0,0.0,1.0
1.6004241490699E+016,505562439722169,4811408913931300,0.0,1.0,0.0,1.0,1.0
2080481288591590,2.81834361546738E+016,4570961620589260,1.0,1.0,0.0,1.0,1.0
7122900051651960,0.5561476328369975,5424961317516170,1.0,0.0,0.0,1.0,1.0
5878835143658640,0.26120015220986026,5827224327140930,1.0,0.0,0.0,1.0,1.0
14578190298126,0.11830550736524667,0.19146852309681042,1.0,0.0,0.0,1.0,1.0
1.25572988793531E+016,1.57343373133673E+016,4656046622836080,0.0,1.0,0.0,1.0,1.0
7640852501094790,0.03510225041610199,6.22732132375926E+016,1.0,0.0,0.0,1.0,1.0
1.01260470902563E+016,2719385646385160,2747417196295100,1.0,0.0,0.0,1.0,1.0
920118584164344,120136118481186,6994482681993170,1.0,1.0,0.0,1.0,1.0
3172477853626920,3288764396302410,9.99452309315594E+015,1.0,0.0,0.0,1.0,1.0
1.2419337406117E+016,0.04471781634666142,0.10509249642805886,1.0,0.0,0.0,1.0,1.0
1.25416703325666E+016,1.160099672509E+016,4927474447477560,1.0,1.0,0.0,1.0,1.0
117209806922753,0.10644835497645978,5.00944800457057E+016,1.0,0.0,0.0,1.0,1.0
6.17823253246173E+016,1.42449900412041E+016,6921306850942300,1.0,0.0,0.0,1.0,1.0
1797157012946920,1.08463798151465E+016,4.02277177247411E+016,0.0,0.0,0.0,1.0,1.0
7.23759921502579E+016,2109545957362330,5514806322750920,1.0,1.0,0.0,1.0,1.0
1.11952387938967E+016,7671507018120360,1.25285256402047E+016,1.0,0.0,0.0,1.0,1.0
1.31071097890862E+016,0.04858054407920864,1112943217244220,1.0,1.0,0.0,1.0,1.0
1.5504819074835E+016,0.08321860040306142,1.69921286504379E+016,0.0,0.0,0.0,1.0,1.0
8417790610895680,2334946491775990,5319429738279990,1.0,0.0,0.0,1.0,1.0
2.34034756725144E+016,0.04664255747006621,1.68877096942012E+016,1.0,0.0,0.0,1.0,1.0
1.7926974848491E+016,0.8045139252843524,6407324399129310,0.0,0.0,0.0,0.0,1.0
1.16086464105404E+016,0.9882220887925884,0.5952111936916928,1.0,0.0,0.0,1.0,1.0
1.97189175143614E+016,1.70127639423276E+016,1.97274474445772E+016,1.0,0.0,0.0,1.0,1.0
5533395860590580,4309893305127590,5602905555361240,1.0,1.0,0.0,1.0,1.0
589673471233129,0.9156973941861354,4188319494577720,1.0,0.0,0.0,1.0,1.0
2164026262254290,0.3564749078155866,4193228126523180,1.0,1.0,0.0,1.0,1.0
1.25635164300691E+016,0.19273714967760505,1517962289140860,0.0,1.0,0.0,1.0,1.0
4182480549829310,5271022516283390,4.15289635599497E+016,1.0,0.0,0.0,1.0,1.0
3.75849679620262E+016,0.5115720793757839,4.77463558726432E+016,1.0,0.0,0.0,1.0,1.0
1197260650615570,0.7631454708347701,727517601975809,1.0,0.0,0.0,1.0,1.0
1.13224483735063E+016,0.7596063117811286,523843534668664,0.0,0.0,0.0,0.0,1.0
9.12649693992705E+015,3033088604784430,6221942472781510,1.0,0.0,0.0,1.0,1.0
0.7067393477354021,0.13173473937823343,4386768609697060,0.0,0.0,0.0,0.0,1.0
1.38010707434318E+016,2.35436350747711E+016,0.39887888740663735,1.0,0.0,0.0,1.0,1.0
0.6911717955146773,1.16300862232852E+016,5766840670371700,0.0,0.0,0.0,0.0,1.0
8139403162136720,0.47692404898134494,4219973596726600,1.0,0.0,0.0,1.0,1.0
7679255883768210,2.26418238100902E+016,8900245306600480,1.0,0.0,0.0,1.0,1.0
7895560030395370,6619411963505280,7339115111990420,1.0,0.0,0.0,1.0,1.0
3813180819738390,1.49262391741333E+016,0.25672579360524317,1.0,0.0,0.0,1.0,1.0
1.44125987034683E+016,3.04666021535903E+016,7.4787992520525E+016,1.0,0.0,0.0,1.0,1.0
0.4640275712852606,0.3468487724000227,6.25654268153477E+016,0.0,0.0,0.0,1.0,1.0
1623694328320760,2.69330767811128E+016,1.06047858684024E+016,1.0,0.0,0.0,1.0,1.0
4.36652030125416E+016,2368853934925220,2.10173311620937E+016,1.0,0.0,0.0,1.0,1.0
9.44301044988529E+015,0.17538614860308013,6566518837862950,1.0,0.0,0.0,1.0,1.0
1.77486665864304E+016,1290779299480870,2440243758158690,0.0,0.0,0.0,1.0,1.0
2.19512233018155E+016,0.4377836344602925,0.9024966512737921,1.0,0.0,0.0,1.0,1.0
3446364552540360,0.15718526737397237,473579124021533,1.0,0.0,0.0,1.0,1.0
1.39883729836678E+016,2.0772262692777E+016,5626653402565470,0.0,0.0,0.0,1.0,1.0
1.64827343775549E+016,0.4058598543837462,5586171545262520,1.0,0.0,0.0,1.0,1.0
4951685654715270,0.2547027980986419,828813638571818,1.0,0.0,0.0,1.0,1.0
1.51610254267612E+016,0.16667430635544525,4011053508119300,0.0,0.0,0.0,1.0,1.0
1.21987615760411E+016,0.826170142498948,1.08105194462586E+016,1.0,0.0,0.0,1.0,1.0
0.6036829658090153,0.9931851116102309,5407334612356400,0.0,0.0,0.0,1.0,1.0
167919750552003,0.4885524145633648,4247766973775580,1.0,0.0,0.0,1.0,1.0
2.32765953089796E+016,5206241553535140,4083973352974570,1.0,0.0,0.0,1.0,1.0
273878572938397,0.9446850407063531,5325494792705320,1.0,1.0,0.0,1.0,1.0
1.30812946541004E+016,1.60370329488196E+016,9.27962175672062E+015,0.0,0.0,0.0,1.0,1.0
1968457623721620,6008889104823230,906038508946172,1.0,0.0,0.0,1.0,1.0
1.22405916655523E+016,1.95589420214005E+016,0.5365360587858231,1.0,0.0,0.0,1.0,1.0
3354853660967560,0.07773114176693116,5844250121487720,1.0,0.0,0.0,0.0,1.0
2874694385443620,1797623712263250,9.89825922340379E+015,1.0,1.0,0.0,1.0,1.0
0.7356760057306753,8810009691668790,5456335944494700,0.0,0.0,0.0,1.0,1.0
2592847622154350,0.04389651071864803,7246010510085770,1.0,0.0,0.0,1.0,1.0
3320090363248600,0.05260522390048918,0.3199135338802471,1.0,0.0,0.0,1.0,1.0
1.0487259108846E+016,0.6965367754666683,6488718041461350,1.0,0.0,0.0,1.0,1.0
504166678565564,1.55107166724844E+016,4936488548795090,1.0,0.0,0.0,1.0,1.0
1367807202291270,1.39560609375694E+016,7012881192851430,0.0,1.0,0.0,1.0,1.0
1.45735441315943E+016,2353148049343150,5059589660025280,1.0,0.0,0.0,1.0,1.0
5583712620803700,0.10968484271233582,2.28058924129352E+016,1.0,0.0,0.0,1.0,1.0
2847317851033000,0.5483881672962255,4089813285262230,1.0,1.0,0.0,1.0,1.0
0.9621780552128092,0.5947048162641553,1.34474667834985E+016,0.0,0.0,0.0,1.0,1.0
1.17808073935117E+016,0.8106078804940163,9.73440427239075E+015,0.0,0.0,0.0,0.0,1.0
8201822631735480,2.09644156525473E+016,0.4808521788031322,1.0,0.0,0.0,1.0,1.0
6092319841258710,3786814352959120,6293184629698980,1.0,1.0,0.0,1.0,1.0
4972307330986930,0.4595169765070577,6839432279175330,1.0,0.0,0.0,1.0,1.0
117598633352949,1.00410139293232E+016,4644796272359090,1.0,1.0,0.0,1.0,1.0
1.536668606562E+016,2.5140476512701E+016,0.31766561680064986,1.0,0.0,0.0,1.0,1.0
2.17438819969379E+016,3495003019985630,4048649069191390,1.0,0.0,0.0,1.0,1.0
3825835166755140,4.20545038649012E+016,4963657584454150,1.0,0.0,0.0,1.0,1.0
3387343197813040,1.52482051374318E+016,842796602314236,1.0,1.0,0.0,1.0,1.0
1071554383574850,1.01431176658289E+016,1.21929113350188E+016,1.0,0.0,0.0,1.0,1.0
2335899574074500,0.14501229390554915,8478003320926330,1.0,0.0,0.0,1.0,1.0
1.58624964664419E+016,9.44088512476472E+015,6446496646141720,1.0,0.0,0.0,1.0,1.0
1298220127418060,0.42836838001550126,7405863230772620,0.0,0.0,0.0,1.0,1.0
3464782009266310,2113403367612180,1903921367878010,1.0,1.0,0.0,1.0,1.0
6334861668128230,6021691951704180,6613121442993360,1.0,0.0,0.0,1.0,1.0
5479590972863210,2.47075529209983E+016,5464372406442930,1.0,0.0,0.0,1.0,1.0
4517907235957330,6079278933947140,4274628047130970,1.0,0.0,0.0,1.0,1.0
9.82493976749966E+015,3.9543428515904E+016,1128323644057010,1.0,1.0,0.0,1.0,1.0
1001765149764730,0.8720835742326962,1.65622591120537E+016,1.0,1.0,0.0,1.0,1.0
2.89191234554185E+016,0.5350763794212114,706550242198884,1.0,1.0,0.0,1.0,1.0
4451237809394810,0.6757786487066083,7855178035390100,1.0,0.0,0.0,1.0,1.0
1.97871448122439E+016,5764298339544400,0.656903987009968,1.0,0.0,0.0,1.0,1.0
5438738585048060,0.4705088375510844,5619950429610480,1.0,0.0,0.0,1.0,1.0
766865770451434,1.34509013675972E+016,1.5135655947933E+016,1.0,0.0,0.0,1.0,1.0
1326606676431970,1.35825075720529E+016,4411556975295060,1.0,0.0,0.0,1.0,1.0
1.05717725414877E+016,4174852064950140,0.6826931746647923,1.0,0.0,0.0,1.0,1.0
894610952612071,0.23579077372901935,5076254272779540,1.0,0.0,0.0,1.0,1.0
1.06734689940371E+016,1.35504452898625E+016,653768337780708,1.0,0.0,0.0,1.0,1.0
1.09492941660418E+016,2.148294801495E+016,0.7458886655521282,1.0,0.0,0.0,1.0,1.0
5635449841085150,0.3736262294811174,4618429076258110,1.0,0.0,0.0,1.0,1.0
4783785800488640,439927672041013,3064042374752030,1.0,1.0,0.0,1.0,1.0
4.50873482698959E+016,0.11651524184237061,4.81010932972111E+016,1.0,1.0,0.0,1.0,1.0
353415609194616,2.42618438978601E+016,4257120777320880,1.0,1.0,0.0,1.0,1.0
1.12862242251678E+016,0.04855047524961326,8909951482356880,1.0,0.0,0.0,1.0,1.0
7371425774459640,0.9164580220470423,6555040970900550,1.0,0.0,0.0,1.0,1.0
3.27921003407983E+016,50525586987607,5.12472588176365E+016,1.0,0.0,0.0,1.0,1.0
1139276464877610,1643742540986030,5626262542031540,1.0,1.0,0.0,1.0,1.0
1.54365702214699E+016,6916414948635210,0.30279023238177505,1.0,0.0,0.0,1.0,1.0
5422799065914510,0.4070285024152557,4226727249669340,1.0,1.0,0.0,1.0,1.0
3570455552298470,9.26954486102403E+015,1228655654273600,1.0,0.0,0.0,1.0,1.0
2.92248477819844E+016,1759651905490800,4616529558252530,1.0,1.0,0.0,1.0,1.0
6314384081431230,0.7749915475014588,546569097375691,1.0,1.0,0.0,1.0,1.0
1.46466904996594E+016,0.3095389105549458,5834116370408860,0.0,0.0,0.0,1.0,1.0
1.04669542127415E+016,851044399202091,0.4918989858436185,1.0,0.0,0.0,1.0,1.0
7374821383740970,4722619072056330,1172601258620840,1.0,1.0,0.0,1.0,1.0
1.60875478155865E+016,2869972912615670,7079049929575960,0.0,0.0,0.0,1.0,1.0
7543472133225120,2293857726758300,4635973650759050,1.0,1.0,0.0,1.0,1.0
6702560390480660,3.75139679920289E+016,4139319586361290,1.0,0.0,0.0,1.0,1.0
2309472739722790,1.33376137379447E+016,7486248489055870,1.0,0.0,0.0,1.0,1.0
8053965437101140,7316539834939130,1.58874738984567E+016,1.0,1.0,0.0,1.0,1.0
3.6482935905379E+016,0.21658397309911304,1.71303692257236E+016,1.0,0.0,0.0,1.0,1.0
1.34477732373029E+016,1.44641409524447E+016,6063975554628200,1.0,0.0,0.0,1.0,1.0
3.41700814903432E+016,0.36234910311459007,5278403781804120,1.0,0.0,0.0,1.0,1.0
4172043125406090,0.6107644622870456,1.44569586801121E+016,1.0,1.0,0.0,1.0,1.0
1363541975846740,2.28754994158008E+016,1.1181464335837E+016,1.0,0.0,0.0,1.0,1.0
9.56754315017546E+015,1.28655384934896E+016,5572859800389050,1.0,0.0,0.0,1.0,1.0
1.52270261552286E+016,0.22874754357682367,6.93556778359609E+016,1.0,1.0,0.0,1.0,1.0
2.13648900593179E+016,2778086316146540,0.9769956197792917,1.0,0.0,0.0,1.0,1.0
5623041045932490,2375737032761630,1.5282962818933E+016,1.0,1.0,0.0,1.0,1.0
9.36770534584705E+015,3.70985990936908E+016,6234670270567020,1.0,0.0,0.0,1.0,1.0
740725999982069,0.3460053485110386,6010633885924490,1.0,0.0,0.0,1.0,1.0
1.37382308016587E+016,0.10181861364465235,2515559457533600,1.0,0.0,0.0,1.0,1.0
3.5255709111034E+016,4229208338035230,2916073707650260,1.0,0.0,0.0,1.0,1.0
1.54000279792265E+016,0.06547129495671868,0.3174315018745129,1.0,0.0,0.0,1.0,1.0
5053132595046990,1.55764305931415E+016,4177444929892050,1.0,0.0,0.0,1.0,1.0
1.24522434029514E+016,1.83639999583557E+016,120987353024856,1.0,0.0,0.0,1.0,1.0
1.78131639294559E+016,3451269020602420,0.12149976029696075,1.0,1.0,0.0,0.0,1.0
1.21752186142549E+016,0.6416723970109065,1.30993457220809E+016,1.0,1.0,0.0,1.0,1.0
1.80456624238932E+016,0.5934573948150337,1778575400757650,1.0,0.0,0.0,1.0,1.0
0.8439132901310206,0.600916942785203,6745680501026780,0.0,1.0,0.0,1.0,1.0
1.77782145710547E+016,3.33742675744923E+016,4947413590230890,1.0,0.0,0.0,1.0,1.0
0.25340982228583814,0.04376617395421287,7869336579401470,0.0,0.0,0.0,1.0,1.0
1076181534757190,8469432276421140,4108858289231600,1.0,0.0,0.0,1.0,1.0
1671628598096740,0.6883352416557432,4324341102265610,0.0,1.0,0.0,1.0,1.0
1.5399120115492E+016,3215788274188760,544235557371538,0.0,0.0,0.0,1.0,1.0
3537044653166500,2.29863479867694E+016,1.25893460438195E+016,1.0,1.0,0.0,1.0,1.0
2.50761259439166E+016,957606198547594,0.3292918675546433,1.0,0.0,0.0,1.0,1.0
6522502368346080,2.95400440830238E+016,4.9493549727617E+016,1.0,0.0,0.0,1.0,1.0
